GenBank Accession	TAIR7 Locus	Tested in AD	Tested in DB	Vector type 1	Vector type 2
BT006272	No mapping	AD	DB	pENTR Sfi (SpecR)	
BT006274	AT4G24930	AD	DB	pENTR Sfi (SpecR)	
BT006275	AT4G14440	AD	DB	pENTR Sfi (SpecR)	
BT006276	AT2G38340	AD	DB	pENTR Sfi (SpecR)	
BT006277	AT3G56360	AD	DB	pENTR Sfi (SpecR)	
BT006278	AT2G45530	AD	DB	pENTR Sfi (SpecR)	
BT006279	AT3G52220	AD	DB	pENTR Sfi (SpecR)	
BT006280	AT3G56950	AD	DB	pENTR Sfi (SpecR)	
BT006281	AT1G55080	AD	DB	pENTR Sfi (SpecR)	
BT006282	AT5G44170	AD	DB	pENTR Sfi (SpecR)	
BT006283	AT2G45140	AD	DB	pENTR Sfi (SpecR)	
BT006284	AT3G45610	AD	DB	pENTR Sfi (SpecR)	
BT006285	AT4G27470	AD	DB	pENTR Sfi (SpecR)	
BT006286	AT3G22300	AD	DB	pENTR Sfi (SpecR)	
BT006287	AT3G49940	AD	DB	pENTR Sfi (SpecR)	
BT006288	AT1G68330	AD	DB	pENTR Sfi (SpecR)	
BT006289	AT5G05090	AD	DB	pENTR Sfi (SpecR)	
BT006290	AT1G25280	AD	DB	pENTR Sfi (SpecR)	
BT006291	AT3G05625	AD	DB	pENTR Sfi (SpecR)	
BT006294	AT3G26710	AD	DB	pENTR Sfi (SpecR)	
BT006295	AT5G09320	AD	DB	pENTR Sfi (SpecR)	
BT006296	AT1G16500	AD	DB	pENTR Sfi (SpecR)	
BT006297	AT3G60600	AD	DB	pENTR Sfi (SpecR)	
BT006298	AT3G27690	AD	DB	pENTR Sfi (SpecR)	
BT006300	AT5G21940	AD		pENTR Sfi (SpecR)	
BT006303	AT1G25220	AD	DB	pENTR Sfi (SpecR)	
BT006304	AT5G65410	AD	DB	pENTR Sfi (SpecR)	
BT006305	AT3G55530	AD	DB	pENTR Sfi (SpecR)	
BT006306	AT3G27430	AD	DB	pENTR Sfi (SpecR)	
BT006308	AT2G28320	AD	DB	pENTR Sfi (SpecR)	
BT006309	AT5G65240	AD	DB	pENTR Sfi (SpecR)	
BT006310	AT3G50750	AD	DB	pENTR Sfi (SpecR)	
BT006312	AT3G45600	AD	DB	pENTR Sfi (SpecR)	
BT006313	AT4G00430	AD	DB	pENTR Sfi (SpecR)	
BT006317	AT1G16880	AD	DB	pENTR Sfi (SpecR)	
BT006318	AT5G15930	AD	DB	pENTR Sfi (SpecR)	
BT006319	AT1G65270	AD	DB	pENTR Sfi (SpecR)	
BT006320	AT1G66470	AD	DB	pENTR Sfi (SpecR)	
BT006321	AT5G45390	AD	DB	pENTR Sfi (SpecR)	
BT006322	AT3G54390	AD	DB	pENTR Sfi (SpecR)	
BT006323	AT5G02530	AD	DB	pENTR Sfi (SpecR)	
BT006324	AT1G78600	AD	DB	pENTR Sfi (SpecR)	
BT006325	AT1G70690	AD	DB	pENTR Sfi (SpecR)	
BT006326	AT3G44990	AD	DB	pENTR Sfi (SpecR)	
BT006327	AT1G20030	AD	DB	pENTR Sfi (SpecR)	
BT006328	AT2G20720	AD	DB	pENTR Sfi (SpecR)	
BT006329	AT5G23590	AD	DB	pENTR Sfi (SpecR)	
BT006330	AT1G71350	AD	DB	pENTR Sfi (SpecR)	
BT006336	AT5G01500	AD	DB	pENTR Sfi (SpecR)	
BT006337	AT2G37240	AD	DB	pENTR Sfi (SpecR)	
BT006340	AT4G24390	AD	DB	pENTR Sfi (SpecR)	
BT006343	AT4G17740	AD	DB	pENTR Sfi (SpecR)	
BT006345	AT2G24200	AD	DB	pENTR Sfi (SpecR)	
BT006346	AT4G03205	AD	DB	pENTR Sfi (SpecR)	
BT006347	AT3G27290	AD	DB	pENTR Sfi (SpecR)	
BT006348	AT1G17420	AD	DB	pENTR Sfi (SpecR)	
BT006349	AT5G02970	AD	DB	pENTR Sfi (SpecR)	
BT006353	AT4G37930	AD	DB	pENTR Sfi (SpecR)	
BT006354	AT5G51950	AD	DB	pENTR Sfi (SpecR)	
BT006356	AT5G44240	AD	DB	pENTR Sfi (SpecR)	
BT006357	AT5G19080	AD	DB	pENTR Sfi (SpecR)	
BT006358	AT3G46740	AD	DB	pENTR Sfi (SpecR)	
BT006359	AT3G05370	AD	DB	pENTR Sfi (SpecR)	
BT006361	AT1G11860	AD	DB	pENTR Sfi (SpecR)	
BT006363	AT2G30110	AD	DB	pENTR Sfi (SpecR)	
BT006364	AT5G42220	AD	DB	pENTR Sfi (SpecR)	
BT006365	AT2G39770	AD	DB	pENTR Sfi (SpecR)	
BT006367	AT3G14120	AD	DB	pENTR Sfi (SpecR)	
BT006372	AT3G08610	AD	DB	pENTR Sfi (SpecR)	
BT006373	AT4G21470	AD	DB	pENTR Sfi (SpecR)	
BT006374	AT5G45440		DB	pENTR Sfi (SpecR)	
BT006375	AT1G72880	AD	DB	pENTR Sfi (SpecR)	
BT006376	AT3G16100	AD	DB	pENTR Sfi (SpecR)	
BT006377	AT5G05830	AD	DB	pENTR Sfi (SpecR)	
BT006379	AT2G32960	AD	DB	pENTR Sfi (SpecR)	
BT006380	AT5G39320	AD	DB	pENTR Sfi (SpecR)	
BT006381	AT2G23890	AD	DB	pENTR Sfi (SpecR)	
BT006382	AT4G30220	AD	DB	pENTR Sfi (SpecR)	
BT006383	AT5G47455	AD	DB	pENTR Sfi (SpecR)	
BT006384	AT3G55170	AD	DB	pENTR Sfi (SpecR)	
BT006385	AT4G04620	AD	DB	pENTR Sfi (SpecR)	
BT006386	AT1G22270	AD	DB	pENTR Sfi (SpecR)	
BT006387	AT2G16385	AD	DB	pENTR Sfi (SpecR)	
BT006388	AT3G45160	AD	DB	pENTR Sfi (SpecR)	
BT006389	AT1G17285	AD	DB	pENTR Sfi (SpecR)	
BT006390	AT3G22680	AD	DB	pENTR Sfi (SpecR)	
BT006391	AT4G40042	AD	DB	pENTR Sfi (SpecR)	
BT006394	AT5G65660	AD	DB	pENTR Sfi (SpecR)	
BT006395	AT2G41000	AD	DB	pENTR Sfi (SpecR)	
BT006396	AT3G15660	AD	DB	pENTR Sfi (SpecR)	
BT006397	AT3G05020	AD	DB	pENTR Sfi (SpecR)	
BT006398	AT4G30410	AD	DB	pENTR Sfi (SpecR)	
BT006399	AT1G01360	AD	DB	pENTR Sfi (SpecR)	
BT006400	AT3G45980	AD	DB	pENTR Sfi (SpecR)	
BT006401	AT5G08360	AD	DB	pENTR Sfi (SpecR)	
BT006403	AT1G80230	AD	DB	pENTR Sfi (SpecR)	
BT006405	AT2G16060	AD	DB	pENTR Sfi (SpecR)	
BT006406	AT1G16920	AD	DB	pENTR Sfi (SpecR)	
BT006407	AT3G47980	AD	DB	pENTR Sfi (SpecR)	
BT006408	AT1G62975	AD	DB	pENTR Sfi (SpecR)	
BT006409	AT5G11950		DB	pENTR Sfi (SpecR)	
BT006410	AT3G55605	AD	DB	pENTR Sfi (SpecR)	
BT006411	AT4G31290	AD	DB	pENTR Sfi (SpecR)	
BT006414	AT3G06035	AD	DB	pENTR Sfi (SpecR)	
BT006416	AT2G32520	AD	DB	pENTR Sfi (SpecR)	
BT006418	AT3G62970	AD	DB	pENTR Sfi (SpecR)	
BT006419	AT5G07680	AD	DB	pENTR Sfi (SpecR)	
BT006420	AT2G38760	AD	DB	pENTR Sfi (SpecR)	
BT006421	AT3G50210	AD	DB	pENTR Sfi (SpecR)	
BT006422	AT3G49750	AD	DB	pENTR Sfi (SpecR)	
BT006423	AT4G14465	AD	DB	pENTR Sfi (SpecR)	
BT006424	AT2G24570	AD	DB	pENTR Sfi (SpecR)	
BT006425	AT3G46640	AD	DB	pENTR Sfi (SpecR)	
BT006426	AT5G25752	AD	DB	pENTR Sfi (SpecR)	
BT006427	AT1G21760	AD	DB	pENTR Sfi (SpecR)	
BT006429	AT1G22800	AD	DB	pENTR Sfi (SpecR)	
BT006430	AT1G06620		DB	pENTR Sfi (SpecR)	
BT006431	AT4G32570	AD	DB	pENTR Sfi (SpecR)	
BT006432	AT1G30540	AD	DB	pENTR Sfi (SpecR)	
BT006433	AT3G03550	AD		pENTR Sfi (SpecR)	
BT006434	AT5G38020	AD	DB	pENTR Sfi (SpecR)	
BT006435	AT1G32930	AD	DB	pENTR Sfi (SpecR)	
BT006436	AT1G69170	AD	DB	pENTR Sfi (SpecR)	
BT006438	AT3G51280	AD	DB	pENTR Sfi (SpecR)	
BT006440	AT1G60630	AD	DB	pENTR Sfi (SpecR)	
BT006442	AT2G26650	AD	DB	pENTR Sfi (SpecR)	
BT006443	AT1G14170	AD	DB	pENTR Sfi (SpecR)	
BT006444	AT1G53300	AD	DB	pENTR Sfi (SpecR)	
BT006445	AT4G21120	AD	DB	pENTR Sfi (SpecR)	
BT006446	AT5G07400	AD	DB	pENTR Sfi (SpecR)	
BT006447	AT4G32430	AD	DB	pENTR Sfi (SpecR)	
BT006448	AT1G34120	AD	DB	pENTR Sfi (SpecR)	
BT006450	AT1G06560	AD	DB	pENTR Sfi (SpecR)	
BT006451	AT4G27060	AD	DB	pENTR Sfi (SpecR)	
BT006452	AT3G12560	AD	DB	pENTR Sfi (SpecR)	
BT006453	AT3G03030	AD	DB	pENTR Sfi (SpecR)	
BT006454	AT2G03200	AD	DB	pENTR Sfi (SpecR)	
BT006455	AT5G01330	AD	DB	pENTR Sfi (SpecR)	
BT006456	AT2G21800	AD	DB	pENTR Sfi (SpecR)	
BT006457	AT5G19520	AD	DB	pENTR Sfi (SpecR)	
BT006458	AT3G05420	AD	DB	pENTR Sfi (SpecR)	
BT006459	AT3G11720	AD	DB	pENTR Sfi (SpecR)	
BT006460	AT1G20900		DB	pENTR Sfi (SpecR)	
BT006461	AT1G59560	AD	DB	pENTR Sfi (SpecR)	
BT006462	AT1G60680	AD	DB	pENTR Sfi (SpecR)	
BT006463	AT1G24030	AD	DB	pENTR Sfi (SpecR)	
BT006464	AT1G47310	AD	DB	pENTR Sfi (SpecR)	
BT006465	AT3G19470	AD	DB	pENTR Sfi (SpecR)	
BT006466	AT4G28230	AD	DB	pENTR Sfi (SpecR)	
BT006467	AT1G26930	AD	DB	pENTR Sfi (SpecR)	
BT006468	AT1G30650		DB	pENTR Sfi (SpecR)	
BT006469	AT2G01450	AD	DB	pENTR Sfi (SpecR)	
BT006471	AT3G03650	AD	DB	pENTR Sfi (SpecR)	
BT006472	AT3G20130	AD	DB	pENTR Sfi (SpecR)	
BT006473	AT5G05870	AD	DB	pENTR Sfi (SpecR)	
BT006474	AT1G18450	AD	DB	pENTR Sfi (SpecR)	
BT006475	AT3G05990	AD	DB	pENTR Sfi (SpecR)	
BT006478	AT3G05330	AD	DB	pENTR Sfi (SpecR)	
BT006480	AT1G52360	AD	DB	pENTR Sfi (SpecR)	
BT006481	AT5G40440	AD	DB	pENTR Sfi (SpecR)	
BT006482	AT5G45300	AD	DB	pENTR Sfi (SpecR)	
BT006483	AT1G15240	AD	DB	pENTR Sfi (SpecR)	
BT006484	AT1G67530	AD	DB	pENTR Sfi (SpecR)	
BT006486	AT5G49760	AD		pENTR Sfi (SpecR)	
BT006487	AT4G15730	AD	DB	pENTR Sfi (SpecR)	
BT006488	AT1G55520	AD	DB	pENTR Sfi (SpecR)	
BT006489	AT4G14110	AD	DB	pENTR Sfi (SpecR)	
BT006490	AT3G15180	AD	DB	pENTR Sfi (SpecR)	
BT006491	AT2G19670	AD	DB	pENTR Sfi (SpecR)	
BT006492	AT1G63610	AD	DB	pENTR Sfi (SpecR)	
BT006494	AT1G24320	AD	DB	pENTR Sfi (SpecR)	
BT006495	AT2G32160	AD	DB	pENTR Sfi (SpecR)	
BT006497	AT1G44910	AD	DB	pENTR Sfi (SpecR)	
BT006499	AT1G25275	AD	DB	pENTR Sfi (SpecR)	
BT006501	No mapping	AD	DB	pENTR Sfi (SpecR)	
BT006502	AT5G08185	AD	DB	pENTR Sfi (SpecR)	
BT006504	AT1G03106	AD	DB	pENTR Sfi (SpecR)	
BT006506	AT3G07230	AD	DB	pENTR Sfi (SpecR)	
BT006507	AT3G10860	AD	DB	pENTR Sfi (SpecR)	
BT006508	AT2G34650	AD	DB	pENTR Sfi (SpecR)	
BT006509	AT5G49525	AD	DB	pENTR Sfi (SpecR)	
BT006511	AT5G22280	AD	DB	pENTR Sfi (SpecR)	
BT006512	AT2G23110	AD	DB	pENTR Sfi (SpecR)	
BT006515	AT5G46030	AD	DB	pENTR Sfi (SpecR)	
BT006516	AT2G31740	AD	DB	pENTR Sfi (SpecR)	
BT006517	AT1G41880	AD	DB	pENTR Sfi (SpecR)	
BT006519	AT3G53980	AD	DB	pENTR Sfi (SpecR)	
BT006520	AT3G09085	AD	DB	pENTR Sfi (SpecR)	
BT006521	AT1G34340	AD		pENTR Sfi (SpecR)	
BT006524	AT5G61660	AD	DB	pENTR Sfi (SpecR)	
BT006525	AT1G72420	AD	DB	pENTR Sfi (SpecR)	
BT006527	AT4G12880	AD	DB	pENTR Sfi (SpecR)	
BT006528	AT1G56220	AD	DB	pENTR Sfi (SpecR)	
BT006529	AT5G27300	AD	DB	pENTR Sfi (SpecR)	
BT006530	AT5G13080		DB	pENTR Sfi (SpecR)	
BT006532	No mapping	AD	DB	pENTR Sfi (SpecR)	
BT006534	AT3G49420	AD		pENTR Sfi (SpecR)	
BT006535	AT5G47550	AD	DB	pENTR Sfi (SpecR)	
BT006536	AT1G12080	AD	DB	pENTR Sfi (SpecR)	
BT006537	AT5G55640	AD	DB	pENTR Sfi (SpecR)	
BT006538	AT3G60590	AD	DB	pENTR Sfi (SpecR)	
BT006539	AT4G09800	AD	DB	pENTR Sfi (SpecR)	
BT006541	AT3G26400	AD	DB	pENTR Sfi (SpecR)	
BT006542	AT1G78995	AD	DB	pENTR Sfi (SpecR)	
BT006543	AT4G00100	AD	DB	pENTR Sfi (SpecR)	
BT006544	AT3G02900	AD	DB	pENTR Sfi (SpecR)	
BT006545	AT3G53020	AD	DB	pENTR Sfi (SpecR)	
BT006546	AT1G53560	AD	DB	pENTR Sfi (SpecR)	
BT006547	AT1G75690	AD	DB	pENTR Sfi (SpecR)	
BT006548	AT1G10990	AD	DB	pENTR Sfi (SpecR)	
BT006549	AT1G56300	AD	DB	pENTR Sfi (SpecR)	
BT006551	AT5G57920	AD	DB	pENTR Sfi (SpecR)	
BT006552	AT5G64100	AD	DB	pENTR Sfi (SpecR)	
BT006553	AT4G39880	AD	DB	pENTR Sfi (SpecR)	
BT006554	AT2G21970	AD	DB	pENTR Sfi (SpecR)	
BT006555	AT4G38280	AD	DB	pENTR Sfi (SpecR)	
BT006556	AT1G76650	AD	DB	pENTR Sfi (SpecR)	
BT006557	AT4G27150	AD	DB	pENTR Sfi (SpecR)	
BT006558	AT1G05710	AD	DB	pENTR Sfi (SpecR)	
BT006560	AT4G34870	AD	DB	pENTR Sfi (SpecR)	
BT006562	AT3G27200	AD	DB	pENTR Sfi (SpecR)	
BT006565	AT2G38730		DB	pENTR Sfi (SpecR)	
BT006566	AT5G43850	AD	DB	pENTR Sfi (SpecR)	
BT006567	AT3G61920	AD	DB	pENTR Sfi (SpecR)	
BT006568	AT3G27830	AD	DB	pENTR Sfi (SpecR)	
BT006570	AT1G02870	AD	DB	pENTR Sfi (SpecR)	
BT006572	AT2G33500	AD	DB	pENTR Sfi (SpecR)	
BT006573	AT5G54600	AD	DB	pENTR Sfi (SpecR)	
BT006574	AT5G62050	AD		pENTR Sfi (SpecR)	
BT006576	AT3G44680	AD	DB	pENTR Sfi (SpecR)	
BT006577	AT1G61900	AD		pENTR Sfi (SpecR)	
BT006578	AT5G03900	AD	DB	pENTR Sfi (SpecR)	
BT006579	AT1G06000	AD	DB	pENTR Sfi (SpecR)	
BT006581	AT1G13730	AD	DB	pENTR Sfi (SpecR)	
BT006582	AT2G30360	AD		pENTR Sfi (SpecR)	
BT006583	AT3G49080	AD	DB	pENTR Sfi (SpecR)	
BT006584	AT1G13180	AD		pENTR Sfi (SpecR)	
BT006589	AT4G26850	AD		pENTR Sfi (SpecR)	
BT006590	AT2G35860	AD	DB	pENTR Sfi (SpecR)	
BT006591	AT1G55730	AD		pENTR Sfi (SpecR)	
BT006592	AT4G22290	AD	DB	pENTR Sfi (SpecR)	
BT006593	AT2G24850	AD	DB	pENTR Sfi (SpecR)	
BT006594	AT2G32480	AD	DB	pENTR Sfi (SpecR)	
BT006596	AT1G73880	AD	DB	pENTR Sfi (SpecR)	
BT006597	AT2G30140	AD	DB	pENTR Sfi (SpecR)	
BT006598	AT2G16365	AD	DB	pENTR Sfi (SpecR)	
BT006599	AT2G29730	AD	DB	pENTR Sfi (SpecR)	
BT006600	AT3G07270	AD	DB	pENTR Sfi (SpecR)	
BT006601	AT4G02500	AD	DB	pENTR Sfi (SpecR)	
BT006603	AT1G04620	AD	DB	pENTR Sfi (SpecR)	
BT006609	AT1G78490	AD		pENTR Sfi (SpecR)	
BT006611	AT2G47830	AD		pENTR Sfi (SpecR)	
BT006612	AT3G54470	AD	DB	pENTR Sfi (SpecR)	
BT006613	AT2G44350		DB	pENTR Sfi (SpecR)	
BT006617	AT1G18660	AD	DB	pENTR Sfi (SpecR)	
BT006618	AT3G06430	AD	DB	pENTR Sfi (SpecR)	
BT006622	AT3G19640	AD		pENTR Sfi (SpecR)	
BT006623	AT3G23060	AD	DB	pENTR Sfi (SpecR)	
BT006624	AT2G04100	AD	DB	pENTR Sfi (SpecR)	
BT006625	AT3G26220	AD		pENTR Sfi (SpecR)	
BT006626	AT1G76580	AD		pENTR Sfi (SpecR)	
BT008297	AT3G30300	AD		pENTR Sfi (SpecR)	
BT008300	AT1G77690	AD	DB	pENTR Sfi (SpecR)	
BT008301	AT1G20130	AD	DB	pENTR Sfi (SpecR)	
BT008303	AT2G47760		DB	pENTR Sfi (SpecR)	
BT008304	AT2G21195		DB	pENTR Sfi (SpecR)	
BT008310	AT2G01260	AD		pENTR Sfi (SpecR)	
BT008311	AT1G71697	AD		pENTR Sfi (SpecR)	
BT008312	AT5G40240	AD	DB	pENTR Sfi (SpecR)	
BT008313	AT5G48020	AD		pENTR Sfi (SpecR)	
BT008314	AT5G66390	AD	DB	pENTR Sfi (SpecR)	
BT008315	AT1G52730	AD	DB	pENTR Sfi (SpecR)	
BT008316	AT5G38000	AD		pENTR Sfi (SpecR)	
BT008318	AT1G78915	AD		pENTR Sfi (SpecR)	
BT008319	AT2G15490	AD		pENTR Sfi (SpecR)	
BT008321	AT2G40570	AD	DB	pENTR Sfi (SpecR)	
BT008322	AT1G56720	AD	DB	pENTR Sfi (SpecR)	
BT008323	AT5G19740	AD		pENTR Sfi (SpecR)	
BT008326	AT5G24290	AD	DB	pENTR Sfi (SpecR)	
BT008327	AT3G56320	AD	DB	pENTR Sfi (SpecR)	
BT008328	AT5G49270	AD		pENTR Sfi (SpecR)	
BT008331	AT5G41560	AD		pENTR Sfi (SpecR)	
BT008332	AT1G71692	AD	DB	pENTR Sfi (SpecR)	
BT008333	AT4G29830	AD		pENTR Sfi (SpecR)	
BT008335	AT3G51930	AD	DB	pENTR Sfi (SpecR)	
BT008336	AT3G24020	AD		pENTR Sfi (SpecR)	
BT008338	AT1G74490	AD		pENTR Sfi (SpecR)	
BT008339	AT3G44710	AD		pENTR Sfi (SpecR)	
BT008340	AT5G20700	AD		pENTR Sfi (SpecR)	
BT008341	AT3G19260	AD		pENTR Sfi (SpecR)	
BT008342	AT4G32890	AD		pENTR Sfi (SpecR)	
BT008343	AT2G23290	AD		pENTR Sfi (SpecR)	
BT008344	AT5G02600	AD	DB	pENTR Sfi (SpecR)	
BT008345	AT1G75300	AD		pENTR Sfi (SpecR)	
BT008350	AT5G06570	AD		pENTR Sfi (SpecR)	
BT008351	AT3G11020	AD	DB	pENTR Sfi (SpecR)	
BT008353	AT2G44270	AD	DB	pENTR Sfi (SpecR)	
BT008354	AT3G23880	AD	DB	pENTR Sfi (SpecR)	
BT008355	AT3G49220	AD	DB	pENTR Sfi (SpecR)	
BT008356	AT3G25800	AD		pENTR Sfi (SpecR)	
BT008357	AT3G59660		DB	pENTR Sfi (SpecR)	
BT008359	AT5G60640	AD	DB	pENTR Sfi (SpecR)	
BT008361	AT5G41240	AD		pENTR Sfi (SpecR)	
BT008362	AT5G24830	AD	DB	pENTR Sfi (SpecR)	
BT008364	AT4G18810	AD	DB	pENTR Sfi (SpecR)	
BT008367	AT4G04670	AD	DB	pENTR Sfi (SpecR)	
BT008368	AT3G28360	AD	DB	pENTR Sfi (SpecR)	
BT008370	AT5G16520	AD	DB	pENTR Sfi (SpecR)	
BT008371	AT2G03670	AD	DB	pENTR Sfi (SpecR)	
BT008372	AT5G40410	AD	DB	pENTR Sfi (SpecR)	
BT008374	AT1G20950	AD	DB	pENTR Sfi (SpecR)	
BT008375	AT4G00570	AD		pENTR Sfi (SpecR)	
BT008376	AT1G70820	AD		pENTR Sfi (SpecR)	
BT008377	AT4G00740	AD		pENTR Sfi (SpecR)	
BT008378	AT1G70770	AD	DB	pENTR Sfi (SpecR)	
BT008379	AT4G13350	AD		pENTR Sfi (SpecR)	
BT008380	AT5G05190		DB	pENTR Sfi (SpecR)	
BT008381	AT3G59910	AD	DB	pENTR Sfi (SpecR)	
BT008382	AT3G44600	AD	DB	pENTR Sfi (SpecR)	
BT008383	AT1G78900	AD	DB	pENTR Sfi (SpecR)	
BT008384	AT3G02450	AD		pENTR Sfi (SpecR)	
BT008385	AT3G25430	AD		pENTR Sfi (SpecR)	
BT008386	AT5G61150	AD	DB	pENTR Sfi (SpecR)	
BT008387	AT1G56560	AD	DB	pENTR Sfi (SpecR)	
BT008388	AT5G51230	AD	DB	pENTR Sfi (SpecR)	
BT008390	AT2G14720	AD	DB	pENTR Sfi (SpecR)	
BT008391	AT1G27210	AD	DB	pENTR Sfi (SpecR)	
BT008392	AT1G54090	AD		pENTR Sfi (SpecR)	
BT008393	AT1G49670	AD	DB	pENTR Sfi (SpecR)	
BT008394	AT4G28200	AD	DB	pENTR Sfi (SpecR)	
BT008395	AT4G36390	AD	DB	pENTR Sfi (SpecR)	
BT008396	AT1G68580	AD		pENTR Sfi (SpecR)	
BT008398	AT1G08680		DB	pENTR Sfi (SpecR)	
BT008399	AT5G27630	AD	DB	pENTR Sfi (SpecR)	
BT008401	AT1G16030	AD	DB	pENTR Sfi (SpecR)	
BT008402	AT5G53060	AD		pENTR Sfi (SpecR)	
BT008403	AT3G18890	AD		pENTR Sfi (SpecR)	
BT008404	AT1G04790	AD		pENTR Sfi (SpecR)	
BT008407	AT5G35750	AD		pENTR Sfi (SpecR)	
BT008409	AT3G24550	AD	DB	pENTR Sfi (SpecR)	
BT008410	AT5G53450	AD	DB	pENTR Sfi (SpecR)	
BT008411	AT5G02490	AD		pENTR Sfi (SpecR)	
BT008412	AT1G11710	AD		pENTR Sfi (SpecR)	
BT008413	AT1G06290	AD	DB	pENTR Sfi (SpecR)	
BT008414	AT2G41960	AD	DB	pENTR Sfi (SpecR)	
BT008415	AT4G03260	AD	DB	pENTR Sfi (SpecR)	
BT008416	AT1G51350	AD	DB	pENTR Sfi (SpecR)	
BT008417	AT3G52640	AD	DB	pENTR Sfi (SpecR)	
BT008420	AT2G40980		DB	pENTR Sfi (SpecR)	
BT008421	AT5G18570	AD		pENTR Sfi (SpecR)	
BT008423	AT4G31590	AD	DB	pENTR Sfi (SpecR)	
BT008424	AT4G31390	AD		pENTR Sfi (SpecR)	
BT008426	AT4G24520	AD	DB	pENTR Sfi (SpecR)	
BT008430	AT4G37910	AD	DB	pENTR Sfi (SpecR)	
BT008431	AT4G17330	AD		pENTR Sfi (SpecR)	
BT008432	AT3G59290	AD		pENTR Sfi (SpecR)	
BT008435	AT3G63460	AD		pENTR Sfi (SpecR)	
BT008438	AT2G24940	AD		pENTR Sfi (SpecR)	
BT008439	AT1G60870		DB	pENTR Sfi (SpecR)	
BT008440	AT1G48440	AD	DB	pENTR Sfi (SpecR)	
BT008441	AT1G70890	AD		pENTR Sfi (SpecR)	
BT008442	AT5G42500	AD		pENTR Sfi (SpecR)	
BT008443	AT5G19230	AD		pENTR Sfi (SpecR)	
BT008446	AT5G25460	AD	DB	pENTR Sfi (SpecR)	
BT008447	AT5G25265	AD	DB	pENTR Sfi (SpecR)	
BT008448	AT2G29660	AD		pENTR Sfi (SpecR)	
BT008449	AT3G59350	AD	DB	pENTR Sfi (SpecR)	
BT008450	AT3G57190	AD	DB	pENTR Sfi (SpecR)	
BT008453	AT4G33050	AD		pENTR Sfi (SpecR)	
BT008454	AT5G03390	AD		pENTR Sfi (SpecR)	
BT008455	AT1G76920	AD	DB	pENTR Sfi (SpecR)	
BT008456	AT5G63780	AD	DB	pENTR Sfi (SpecR)	
BT008458	AT1G31190	AD	DB	pENTR Sfi (SpecR)	
BT008460	AT5G03290	AD	DB	pENTR Sfi (SpecR)	
BT008463	AT4G00040	AD	DB	pENTR Sfi (SpecR)	
BT008464	AT2G39550	AD		pENTR Sfi (SpecR)	
BT008465	AT3G54380	AD	DB	pENTR Sfi (SpecR)	
BT008466	AT3G01550		DB	pENTR Sfi (SpecR)	
BT008468	AT1G30510	AD		pENTR Sfi (SpecR)	
BT008469	AT4G26050	AD		pENTR Sfi (SpecR)	
BT008471	AT4G11660	AD		pENTR Sfi (SpecR)	
BT008472	AT4G31350	AD		pENTR Sfi (SpecR)	
BT008473	AT4G15010	AD	DB	pENTR Sfi (SpecR)	
BT008474	AT3G02840		DB	pENTR Sfi (SpecR)	
BT008476	AT1G07010	AD	DB	pENTR Sfi (SpecR)	
BT008477	AT2G39450	AD	DB	pENTR Sfi (SpecR)	
BT008478	AT4G12130	AD		pENTR Sfi (SpecR)	
BT008479	AT4G24220		DB	pENTR Sfi (SpecR)	
BT008480	AT5G64750	AD	DB	pENTR Sfi (SpecR)	
BT008485	AT3G18210	AD	DB	pENTR Sfi (SpecR)	
BT008487	AT1G12230	AD		pENTR Sfi (SpecR)	
BT008490	AT2G45240	AD	DB	pENTR Sfi (SpecR)	
BT008492	AT4G11820	AD	DB	pENTR Sfi (SpecR)	
BT008494	AT1G11650	AD	DB	pENTR Sfi (SpecR)	
BT008495	AT3G09630	AD	DB	pENTR Sfi (SpecR)	
BT008498	AT5G40830	AD		pENTR Sfi (SpecR)	
BT008499	AT1G61970	AD	DB	pENTR Sfi (SpecR)	
BT008500	AT5G44040	AD		pENTR Sfi (SpecR)	
BT008502	AT2G21080	AD		pENTR Sfi (SpecR)	
BT008503	AT5G64370	AD	DB	pENTR Sfi (SpecR)	
BT008504	AT1G54270		DB	pENTR Sfi (SpecR)	
BT008507	AT5G56460	AD	DB	pENTR Sfi (SpecR)	
BT008512	AT5G35400	AD		pENTR Sfi (SpecR)	
BT008513	AT2G21500	AD	DB	pENTR Sfi (SpecR)	
BT008514	AT3G25590	AD	DB	pENTR Sfi (SpecR)	
BT008516	AT5G59790	AD	DB	pENTR Sfi (SpecR)	
BT008525	AT2G41730		DB	pENTR Sfi (SpecR)	
BT008526	AT2G35150		DB	pENTR Sfi (SpecR)	
BT008527	AT5G58400		DB	pENTR Sfi (SpecR)	
BT008530	AT3G07550		DB	pENTR Sfi (SpecR)	
BT008532	AT3G15260		DB	pENTR Sfi (SpecR)	
BT008533	AT3G56930		DB	pENTR Sfi (SpecR)	
BT008534	AT2G46870		DB	pENTR Sfi (SpecR)	
BT008535	AT2G27840		DB	pENTR Sfi (SpecR)	
BT008538	AT1G77450		DB	pENTR Sfi (SpecR)	
BT008539	AT4G23920		DB	pENTR Sfi (SpecR)	
BT008540	AT2G44040		DB	pENTR Sfi (SpecR)	
BT008541	AT3G18960		DB	pENTR Sfi (SpecR)	
BT008543	AT5G58840		DB	pENTR Sfi (SpecR)	
BT008547	AT1G11270		DB	pENTR Sfi (SpecR)	
